EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra,Disposicion_Gasto_Premium,Segmento_Lealtad_Mundial,Segmento_Edad_Analitico
1413,2026-04-07,22:55:19,18 - 24 Años,Masculino,Chimaltenango,,Comerciante,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Familia,Menos De Q25,Mundialitos Queso Picante,Picante Chapín,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,España,Probablemente sí,Brasil,Federico Valverde; Jude Bellingham,Premios y sorteos,Sorteo de viajes,No,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1414,2026-03-19,12:34:45,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Q51 - Q100,Fan Chips Jalapeño; FutbolMix,Queso,Individual,Q10 - Q15,Sí,Sí,México,Tal vez,Colombia,Alphonso Davies; Kylian Mbappé,Historias de aficionados,Sorteo de balones,No,Edición Inglaterra,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1415,2026-03-05,12:09:15,55 Años O Más,Masculino,Guatemala,Guatemala,Estudiante,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,CrunchMax BBQ; Mundialitos Queso Picante; Caramel Goal Popcorn,,Individual,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Brasil,Alphonso Davies; Neymar Jr.; Kylian Mbappé,Un jugador famoso,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Casual,Adulto Mayor (55+)
1417,2026-03-30,09:06:09,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Profesional Independiente,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Mundialitos Queso Picante,Dulce,Familiar,Q16 - Q20,No,Sí,Argentina,Probablemente sí,Alemania,Kylian Mbappé,Un jugador famoso,Descuento directo,Sí,Edición Brasil,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1418,2026-04-09,12:02:49,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado,Todos Los Días,Supermercado,Familia,Q51 - Q100,Caramel Goal Popcorn; ChocoKick Bites; Victory Pretzels,Jalapeño,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Portugal,Definitivamente sí,Inglaterra,Cristiano Ronaldo,Humor,2x1,No,Edición Argentina,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
1419,2026-02-08,14:19:01,35 - 44 Años,Femenino,Huehuetenango,Otro municipio,Comerciante,1 A 2 Veces Por Semana,Supermercado,Otro,Q101 - Q150,FutbolMix; Mundialitos Queso Picante; Gol Nachos Supreme,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,México,Tal vez,Estados Unidos,Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición Con Jugadores Famosos,Sensible Al Precio,Casual,Adulto Maduro (35-54)
1420,2026-01-13,14:07:32,35 - 44 Años,Masculino,Jutiapa,Jutiapa,Empleado Público,Varias Veces Al Mes,Gasolinera,Amigos,Más De Q150,Mundialitos Queso Picante; Gol Nachos Supreme,Picante Chapín,Tamaño Fiesta O Reunión,Más De Q30,No,Sí,Argentina,Definitivamente sí,México,Cristiano Ronaldo,Una selección nacional,Sorteo de viajes,No,Edición Brasil,Sensible Al Precio,Espectador Pasivo,Adulto Maduro (35-54)
1421,2026-03-15,15:51:07,55 Años O Más,Femenino,Guatemala, SAN MIGUEL PETAPA ,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ; Mundialitos Queso Picante,Salado Tradicional,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,Alemania,Tal vez,México,Vinícius Júnior; Cristiano Ronaldo; Kylian Mbappé,Premios y sorteos,2x1,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Mayor (55+)
1422,2026-01-11,09:22:54,25 - 34 Años,Masculino,Zacapa,Otro municipio,Empleado Público,Varias Veces Al Mes,Kiosco escolar/universitario,Amigos,Q25 - Q50,FutbolMix; Hot Stadium Peanuts,Caramelo,Familiar,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Noruega,Lionel Messi; Lamine Yamal; Cristiano Ronaldo,Un jugador famoso,Descuento directo,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Joven (25-34)
2478,2026-03-10,14:23:30,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Comerciante,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q101 - Q150,FutbolMix,Salado Tradicional,Individual,Q10 - Q15,Sí,Sí,Brasil,Tal vez,España,Cristiano Ronaldo; Federico Valverde,Humor,Descuento directo,Sí,Edición Argentina,Moderada,Casual,Jóvenes (<25)
1424,2026-02-26,12:34:41,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,Fan Chips Jalapeño; Caramel Goal Popcorn,Queso,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,Argentina,Probablemente sí,Portugal,Vinícius Júnior,Una selección nacional,Producto gratis,No,Edición Brasil,Moderada,Casual,Adulto Maduro (35-54)
1425,2026-05-03,16:57:06,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,Gol Nachos Supreme; Energy Crunch Protein,Queso,Familiar,Q10 - Q15,No,No,Brasil,Definitivamente sí,Argentina,Alphonso Davies; Neymar Jr.,Premios y sorteos,Descuento directo,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Espectador Pasivo,Adulto Maduro (35-54)
1426,2026-04-17,21:28:51,25 - 34 Años,Femenino,Quetzaltenango,Olintepeque,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Solo,Q51 - Q100,Mundialitos Queso Picante; FutbolMix,Picante Chapín,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,Argentina,Kylian Mbappé; Lamine Yamal,Un jugador famoso,2x1,Sí,Edición Con Jugadores Famosos,Premium Alta,Casual,Adulto Joven (25-34)
1427,2026-01-29,08:30:53,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,1 A 2 Veces Por Semana,Gasolinera,Solo,Q25 - Q50,FutbolMix; Victory Pretzels; CrunchMax BBQ,Caramelo,Individual,Q16 - Q20,Sí,Sí,Colombia,Definitivamente sí,Brasil,Christian Pulisic; Julián Álvarez; Jude Bellingham,Una selección nacional,Descuento directo,No,Edición Argentina,Moderada,Espectador Pasivo,Jóvenes (<25)
1428,2026-02-24,18:07:07,25 - 34 Años,Masculino,Guatemala, VILLA NUEVA ,Empleado Privado,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Familia,Q25 - Q50,Fan Chips Jalapeño; Hot Stadium Peanuts,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,México,Definitivamente sí,Portugal,Neymar Jr.,Premios y sorteos,2x1,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1429,2026-04-05,20:10:29,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,Fan Chips Jalapeño; Gol Nachos Supreme; Energy Crunch Protein,Queso,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí,México,Kylian Mbappé,Un jugador famoso,Producto gratis,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Maduro (35-54)
1430,2026-04-12,10:05:50,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Hot Stadium Peanuts,Caramelo,Familiar,Q16 - Q20,Sí,Sí,Brasil,Tal vez,Argentina,Lamine Yamal; Lionel Messi,Un jugador famoso,Tarjetas coleccionables,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1431,2026-02-16,17:52:33,55 Años O Más,Masculino,Santa Rosa,Cabecera municipal,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme; FutbolMix,Dulce,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,México,Vinícius Júnior,Una selección nacional,Descuento directo,No,Edición Brasil,Premium Alta,Espectador Pasivo,Adulto Mayor (55+)
1432,2026-04-07,22:10:22,18 - 24 Años,Masculino,Chiquimula,Chiquimula,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante; CrunchMax BBQ; Caramel Goal Popcorn,Caramelo,Familiar,Q16 - Q20,No,Sí,Inglaterra,Definitivamente sí,México,Lionel Messi; Cristiano Ronaldo; Neymar Jr.,Una selección nacional,2x1,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Jóvenes (<25)
1433,2026-03-24,21:21:41,35 - 44 Años,Femenino,Sacatepéquez, CIUDAD VIEJA ,Comerciante,Todos Los Días,Supermercado,Amigos,Q101 - Q150,ChocoKick Bites; Hot Stadium Peanuts; Fan Chips Jalapeño,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Argentina,Definitivamente no,Inglaterra,Cristiano Ronaldo; Jude Bellingham; Lionel Messi,Historias de aficionados,Descuento directo,No,Edición Inglaterra,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1434,2026-02-13,09:22:45,25 - 34 Años,Masculino,Chimaltenango,,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,ChocoKick Bites,Limón,Individual,Q10 - Q15,Sí,Sí,Brasil,Tal vez,,Jude Bellingham; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,No,Edición Inglaterra,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
1435,2026-01-18,16:24:23,35 - 44 Años,Prefiero No Indicarlo,Guatemala,San Miguel Petapa,Otro,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,ChocoKick Bites,Queso,Familiar,Más De Q30,Sí,Sí,Czechia,Definitivamente sí,Alemania,Kylian Mbappé; Cristiano Ronaldo,Una selección nacional,2x1,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1436,2026-02-07,10:27:36,45 - 54 Años,Femenino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Gasolinera,Amigos,Más De Q150,Caramel Goal Popcorn; CrunchMax BBQ,Queso,Individual,Menos De Q10,Sí,Sí, ARGENTINA ,Definitivamente sí,Portugal,Kylian Mbappé; Harry Kane,Historias de aficionados,Sorteo de balones,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
1437,2026-03-03,08:32:46,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,Varias Veces Al Mes,Tienda de barrio,Familia,Q51 - Q100,FutbolMix; Victory Pretzels; Hot Stadium Peanuts,Jalapeño,Familiar,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Argentina,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Con Jugadores Famosos,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
1438,2026-03-26,16:51:01,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,Fan Chips Jalapeño; CrunchMax BBQ,Barbacoa,Familiar,Q21 - Q30,No,Sí,México,Tal vez,Francia,Rodri,Un jugador famoso,2x1,No,Edición Argentina,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
1439,2026-04-16,10:17:30,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Público,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Más De Q150,Mundialitos Queso Picante,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,México,Probablemente sí,Croacia,Lionel Messi,Un jugador famoso,2x1,Sí,Edición Argentina,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1440,2026-05-04,11:29:23,45 - 54 Años,Femenino,Chimaltenango,Patzún,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,CrunchMax BBQ; Caramel Goal Popcorn,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Uruguay,Probablemente no,Francia,Lamine Yamal; Cristiano Ronaldo; Harry Kane,Humor,Sorteo de viajes,Sí,Edición Argentina,Moderada,Casual,Adulto Maduro (35-54)
1441,2026-05-01,12:14:03,25 - 34 Años,Femenino,Jutiapa,Jutiapa,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,Fan Chips Jalapeño; Energy Crunch Protein,Limón,Tamaño Fiesta O Reunión,Q16 - Q20,No,Sí,Argentina,Definitivamente no,Alemania,Jude Bellingham; Lamine Yamal,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
1442,2026-04-14,18:48:47,35 - 44 Años,Masculino,Totonicapán,Totonicapán,Otro,Todos Los Días,Gasolinera,Compañeros de trabajo,Q25 - Q50,Energy Crunch Protein; Hot Stadium Peanuts; Caramel Goal Popcorn,Salado Tradicional,Tamaño Fiesta O Reunión,Q16 - Q20,No,Sí,Portugal,Probablemente no,Inglaterra,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Humor,2x1,Sí,Edición España,Moderada,Casual,Adulto Maduro (35-54)
1443,2026-04-02,19:24:52,55 Años O Más,Masculino,Guatemala,Mixco,Empleado Público,Varias Veces Al Mes,Otro,Familia,Q101 - Q150,ChocoKick Bites; Caramel Goal Popcorn; FutbolMix,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Portugal,Probablemente sí,Portugal,Lamine Yamal; Neymar Jr.; Lionel Messi,Premios y sorteos,Producto gratis,No,Edición Brasil,Sensible Al Precio,Casual,Adulto Mayor (55+)
1444,2026-03-20,16:26:05,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Comerciante,1 A 2 Veces Por Semana,Otro,Solo,Q25 - Q50,FutbolMix; ChocoKick Bites,Salado Tradicional,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Brasil,Tal vez, ALEMANIA ,Lionel Messi,Un jugador famoso,Sorteo de balones,Sí,Edición Argentina,Moderada,Casual,Adulto Joven (25-34)
1445,2026-02-23,19:28:23,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q25 - Q50,CrunchMax BBQ,Picante Chapín,Individual,Q16 - Q20,No,No,España,Tal vez,México,Christian Pulisic; Lionel Messi; Neymar Jr.,Premios y sorteos,Descuento directo,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1446,2026-01-30,09:06:45,55 Años O Más,Masculino,Guatemala,Mixco,Estudiante,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,FutbolMix; Caramel Goal Popcorn,Barbacoa,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,No,España,Probablemente no,Francia,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición España,Moderada,Espectador Pasivo,Adulto Mayor (55+)
1447,2026-04-22,08:16:32,55 Años O Más,Femenino,El Progreso,El Progreso,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,Victory Pretzels,Dulce,Familiar,Q16 - Q20,Sí,Sí,Estados Unidos,Probablemente sí,Argentina,Jude Bellingham; Kylian Mbappé; Neymar Jr.,Una selección nacional,2x1,No,Edición Brasil,Moderada,Casual,Adulto Mayor (55+)
1448,2026-04-28,14:11:03,18 - 24 Años,Femenino,Baja Verapaz, BAJA VERAPAZ ,,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q101 - Q150,Fan Chips Jalapeño; CrunchMax BBQ; Hot Stadium Peanuts,Limón,Familiar,Más De Q30,Sí,Sí,México,Definitivamente sí,México,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,Sí,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1449,2026-05-02,15:55:21,45 - 54 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Gol Nachos Supreme,Jalapeño,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,No,Argentina,Probablemente sí,Argentina,Neymar Jr.; Lionel Messi,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial Fifa 2026,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1450,2026-02-13,12:57:42,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Empleado Privado,Varias Veces Al Mes,Aplicación de delivery,Amigos,Q25 - Q50,Hot Stadium Peanuts; Gol Nachos Supreme,Limón,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Francia,Definitivamente sí,Portugal,Cristiano Ronaldo; Julián Álvarez,Una selección nacional,Tarjetas coleccionables,Sí,Edición España,Moderada,Casual,Jóvenes (<25)
1451,2026-03-07,13:04:31,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Público,Todos Los Días,Supermercado,Amigos,Más De Q150,Caramel Goal Popcorn,Dulce,Familiar,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Brasil,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Jóvenes (<25)
1452,2026-01-24,14:55:43,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Aplicación de delivery,Familia,Más De Q150,Fan Chips Jalapeño; FutbolMix,Jalapeño,Para Compartir Entre 2 Personas,Más De Q30,Sí,Sí,México,Probablemente sí,,Lionel Messi; Jude Bellingham,Una selección nacional,Producto gratis,Sí,Edición Brasil,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1453,2026-04-06,17:40:12,25 - 34 Años,Masculino,Petén,Flores,Empresario,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; Energy Crunch Protein,Queso,Individual,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,Japón,Lionel Messi; Cristiano Ronaldo; Julián Álvarez,Un jugador famoso,Sorteo de camisetas,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1454,2026-02-15,20:54:51,45 - 54 Años,Masculino,Sacatepéquez,Sumpango,Comerciante,Todos Los Días,Kiosco escolar/universitario,Amigos,Q51 - Q100,Victory Pretzels; CrunchMax BBQ; Caramel Goal Popcorn,Queso,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Alemania,Probablemente sí,Portugal,Cristiano Ronaldo; Vinícius Júnior; Lionel Messi,Una selección nacional,2x1,Sí,Edición Inglaterra,Premium Alta,Fanático Target (Alto),Adulto Maduro (35-54)
1455,2026-02-25,10:57:06,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,,Varias Veces Al Mes,Tienda de barrio,Otro,Q101 - Q150,Caramel Goal Popcorn; CrunchMax BBQ,Chocolate,Familiar,Q16 - Q20,Sí,Sí,Francia,Tal vez,Uruguay,Vinícius Júnior; Lionel Messi,Premios y sorteos,Sorteo de camisetas,Sí,Edición Brasil,Moderada,Casual,Adulto Maduro (35-54)
1456,2026-04-03,07:30:24,18 - 24 Años,Masculino,Retalhuleu,Otro municipio,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Menos De Q25,CrunchMax BBQ; FutbolMix; Mundialitos Queso Picante,Barbacoa,Familiar,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Alemania,Kylian Mbappé; Lionel Messi; Harry Kane,Historias de aficionados,Descuento directo,No,Edición Brasil,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
1457,2026-03-24,08:59:44,45 - 54 Años,Femenino,Guatemala,Guatemala,Empleado Privado,Rara Vez,Supermercado,Solo,Q25 - Q50,Gol Nachos Supreme; Mundialitos Queso Picante; ChocoKick Bites,Salado Tradicional,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,No,Francia,Tal vez,Brasil,Neymar Jr.; Federico Valverde,Un jugador famoso,Producto gratis,Sí,Edición España,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1458,2026-01-30,09:36:15,35 - 44 Años,Femenino,Sacatepéquez,Sumpango,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Compañeros de trabajo,Q51 - Q100,Mundialitos Queso Picante,Salado Tradicional,Para Compartir Entre 2 Personas,Menos De Q10,No,Sí,Francia,Tal vez,Alemania,Kylian Mbappé; Neymar Jr.; Federico Valverde,Un jugador famoso,Descuento directo,Sí,Edición Inglaterra,Moderada,Casual,Adulto Maduro (35-54)
927,2026-03-24,18:14:27,55 Años O Más,Masculino,Zacapa,Otro municipio,Otro,Todos Los Días,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; Gol Nachos Supreme,Queso,Familiar,Más De Q30,No,No,España,Probablemente sí,Austria,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Mayor (55+)
1460,2026-05-04,14:21:28,25 - 34 Años,Femenino,San Marcos, OTRO MUNICIPIO ,Empleado Público,1 A 2 Veces Por Semana,Otro,Amigos,Q51 - Q100,Caramel Goal Popcorn; Mundialitos Queso Picante,Barbacoa,Tamaño Fiesta O Reunión,Q16 - Q20,No,Sí,Colombia,Probablemente no, BRASIL ,Neymar Jr.; Ninguno; Vinícius Júnior,Historias de aficionados,Sorteo de camisetas,Sí,Edición Argentina,Moderada,Casual,Adulto Joven (25-34)
1461,2026-04-11,08:25:28,25 - 34 Años,Masculino,Totonicapán,Cabecera municipal,Jubilado,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,Caramel Goal Popcorn,Salado Tradicional,Familiar,Q16 - Q20,Sí,No,Argentina,Probablemente no,Francia,Neymar Jr.; Alphonso Davies,Premios y sorteos,Tarjetas coleccionables,No,Edición Argentina,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
1462,2026-01-22,17:45:56,25 - 34 Años,Masculino,Quetzaltenango,Quetzaltenango,Empresario,Todos Los Días,Supermercado,Familia,Menos De Q25,FutbolMix,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Brasil,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Un jugador famoso,Sorteo de camisetas,Sí,Edición Argentina,Moderada,Casual,Adulto Joven (25-34)
1463,2026-04-08,08:57:51,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante,Rara Vez,Tienda de barrio,Amigos,Q51 - Q100,Hot Stadium Peanuts; Mundialitos Queso Picante,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Francia,Definitivamente sí,Austria,Julián Álvarez; Neymar Jr.; Vinícius Júnior,Historias de aficionados,2x1,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
1464,2026-04-06,17:22:34,18 - 24 Años,Masculino,Izabal,Cabecera municipal,Empresario,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,Gol Nachos Supreme; FutbolMix; CrunchMax BBQ,Barbacoa,Tamaño Fiesta O Reunión,Más De Q30,Sí,Sí,Francia,Probablemente sí,Türkiye,Lionel Messi,Premios y sorteos,2x1,Sí,Edición Inglaterra,Moderada,Fanático Target (Alto),Jóvenes (<25)
1465,2026-03-03,16:50:54,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Mundialitos Queso Picante; Energy Crunch Protein,Picante Chapín,Familiar,Más De Q30,No,Sí,Portugal,Probablemente no,Brasil,Cristiano Ronaldo,Premios y sorteos,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Jóvenes (<25)
1466,2026-04-17,22:07:18,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante,3 A 5 Veces Por Semana,Gasolinera,Familia,Más De Q150,Gol Nachos Supreme; Caramel Goal Popcorn; Energy Crunch Protein,Chocolate,Familiar,Menos De Q10,No,Sí,Colombia,Definitivamente no,Brasil,Lionel Messi; Jude Bellingham,Una selección nacional,Producto gratis,No,Edición Con Jugadores Famosos,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
1467,2026-04-25,22:23:52,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Rara Vez,Supermercado,Solo,Q51 - Q100,Energy Crunch Protein; ChocoKick Bites,Limón,Familiar,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Brasil,Kylian Mbappé; Lamine Yamal; Federico Valverde,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Argentina,Moderada,Casual,Adulto Maduro (35-54)
